date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:01:37	184439/184439	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Aug%202018%2021:40:02%20GMT	http://codecares.com/html/seba/images/about/2.jpg	C:/docteur/codecares.com/html/seba/images/about/2.jpg	(from http://codecares.com/html/seba/index-two.html)
12:01:51	125742/125742	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Mar%202018%2017:06:46%20GMT	http://codecares.com/html/seba/images/department/1.jpg	C:/docteur/codecares.com/html/seba/images/department/1.jpg	(from http://codecares.com/html/seba/cardiology.html)
12:01:51	551678/551678	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Apr%202018%2020:48:04%20GMT	http://codecares.com/html/seba/images/bg/5.jpg	C:/docteur/codecares.com/html/seba/images/bg/5.jpg	(from http://codecares.com/html/seba/css/style.css)
12:01:52	89384/89384	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Mar%202018%2015:06:26%20GMT	http://codecares.com/html/seba/images/treatment/banner.jpg	C:/docteur/codecares.com/html/seba/images/treatment/banner.jpg	(from http://codecares.com/html/seba/treatment-details.html)
12:01:52	7373/7373	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Mar%202018%2016:56:44%20GMT	http://codecares.com/html/seba/images/blog/s1.jpg	C:/docteur/codecares.com/html/seba/images/blog/s1.jpg	(from http://codecares.com/html/seba/treatment-details.html)
12:01:54	9052/9052	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Mar%202018%2016:55:32%20GMT	http://codecares.com/html/seba/images/blog/s2.jpg	C:/docteur/codecares.com/html/seba/images/blog/s2.jpg	(from http://codecares.com/html/seba/treatment-details.html)
12:01:54	7583/7583	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Mar%202018%2016:55:56%20GMT	http://codecares.com/html/seba/images/blog/s3.jpg	C:/docteur/codecares.com/html/seba/images/blog/s3.jpg	(from http://codecares.com/html/seba/treatment-details.html)
12:02:04	60233/60233	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Apr%202018%2017:29:02%20GMT	http://codecares.com/html/seba/images/blog/6.jpg	C:/docteur/codecares.com/html/seba/images/blog/6.jpg	(from http://codecares.com/html/seba/blog-grid.html)
12:02:05	70041/70041	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Apr%202018%2017:27:46%20GMT	http://codecares.com/html/seba/images/blog/4.jpg	C:/docteur/codecares.com/html/seba/images/blog/4.jpg	(from http://codecares.com/html/seba/blog-grid.html)
12:02:06	76703/76703	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Apr%202018%2017:28:26%20GMT	http://codecares.com/html/seba/images/blog/5.jpg	C:/docteur/codecares.com/html/seba/images/blog/5.jpg	(from http://codecares.com/html/seba/blog-grid.html)
12:02:10	39079/39079	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Mar%202018%2014:58:50%20GMT	http://codecares.com/html/seba/images/blog/big-1.jpg	C:/docteur/codecares.com/html/seba/images/blog/big-1.jpg	(from http://codecares.com/html/seba/blog-full-width.html)
12:02:12	31947/31947	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Mar%202018%2014:58:50%20GMT	http://codecares.com/html/seba/images/blog/big-5.jpg	C:/docteur/codecares.com/html/seba/images/blog/big-5.jpg	(from http://codecares.com/html/seba/blog-full-width.html)
12:02:16	64466/64466	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Mar%202018%2014:58:50%20GMT	http://codecares.com/html/seba/images/blog/big-3.jpg	C:/docteur/codecares.com/html/seba/images/blog/big-3.jpg	(from http://codecares.com/html/seba/blog-full-width.html)
12:02:17	286/286	---M--	200	added ('OK')	application/javascript	date:Mon,%2012%20Mar%202018%2022:23:14%20GMT	http://codecares.com/html/seba/js/google-map.js	C:/docteur/codecares.com/html/seba/js/google-map.js	(from http://codecares.com/html/seba/service.html)
12:02:21	374216/374216	---M--	200	added ('OK')	image/png	date:Mon,%2012%20Mar%202018%2015:48:42%20GMT	http://codecares.com/html/seba/images/doctors.png	C:/docteur/codecares.com/html/seba/images/doctors.png	(from http://codecares.com/html/seba/index-two.html)
12:02:21	1292/1292	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2030%20Aug%202017%2003:03:58%20GMT	http://codecares.com/html/seba/js/app.js	C:/docteur/codecares.com/html/seba/js/app.js	(from http://codecares.com/html/seba/contact.html)
12:02:23	78449/78449	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Apr%202018%2017:29:38%20GMT	http://codecares.com/html/seba/images/blog/7.jpg	C:/docteur/codecares.com/html/seba/images/blog/7.jpg	(from http://codecares.com/html/seba/blog-right-sidebar.html)
12:02:27	89225/89225	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Apr%202018%2017:30:20%20GMT	http://codecares.com/html/seba/images/blog/8.jpg	C:/docteur/codecares.com/html/seba/images/blog/8.jpg	(from http://codecares.com/html/seba/blog-right-sidebar.html)
12:02:31	89528/89528	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Aug%202017%2022:29:38%20GMT	http://codecares.com/html/seba/images/error.png	C:/docteur/codecares.com/html/seba/images/error.png	(from http://codecares.com/html/seba/error.html)
12:02:34	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2022%20Dec%202016%2020:50:34%20GMT	http://codecares.com/html/seba/fonts/fontawesome-webfont.svg?v=4.7.0	C:/docteur/codecares.com/html/seba/fonts/fontawesome-webfont3e6e.svg	(from http://codecares.com/html/seba/css/font-awesome.min.css)
12:02:46	98024/98024	---M--	200	added ('OK')	font/woff	date:Thu,%2022%20Dec%202016%2020:50:34%20GMT	http://codecares.com/html/seba/fonts/fontawesome-webfont.woff?v=4.7.0	C:/docteur/codecares.com/html/seba/fonts/fontawesome-webfont3e6e.woff	(from http://codecares.com/html/seba/css/font-awesome.min.css)
12:02:51	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2022%20Dec%202016%2020:50:34%20GMT	http://codecares.com/html/seba/fonts/fontawesome-webfont.eot?	C:/docteur/codecares.com/html/seba/fonts/fontawesome-webfontd41d.eot	(from http://codecares.com/html/seba/css/font-awesome.min.css)
12:02:56	132184/132184	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2022%20Jun%202016%2019:38:14%20GMT	http://codecares.com/html/seba/fonts/Flaticon.eot	C:/docteur/codecares.com/html/seba/fonts/Flaticon.eot	(from http://codecares.com/html/seba/css/flaticon.css)
12:02:58	67400/67400	---M--	200	added ('OK')	font/woff	date:Wed,%2022%20Jun%202016%2019:38:14%20GMT	http://codecares.com/html/seba/fonts/Flaticon.woff	C:/docteur/codecares.com/html/seba/fonts/Flaticon.woff	(from http://codecares.com/html/seba/css/flaticon.css)
12:02:59	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Dec%202018%2011:02:57%20GMT	http://codecares.com/html/seba/css/owl.video.play.png	C:/docteur/codecares.com/html/seba/css/owl.video.play.84.delayed	(from http://codecares.com/html/seba/css/owl.css)
12:02:59	937/937	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Mar%202016%2013:20:38%20GMT	http://codecares.com/html/seba/images/close.png	C:/docteur/codecares.com/html/seba/images/close.png	(from http://codecares.com/html/seba/css/VideoPlayerPopUp.css)
12:03:00	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Dec%202018%2011:02:58%20GMT	http://codecares.com/html/seba/css/font/ytp-regular.eot	C:/docteur/codecares.com/html/seba/css/font/ytp-regular.eot	(from http://codecares.com/html/seba/css/jquery.mb.YTPlayer.min.css)
12:03:06	38646/38646	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Mar%202018%2014:58:50%20GMT	http://codecares.com/html/seba/images/blog/big-2.jpg	C:/docteur/codecares.com/html/seba/images/blog/big-2.jpg	(from http://codecares.com/html/seba/blog-full-width.html)
12:03:12	132184/132184	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2022%20Jun%202016%2019:38:14%20GMT	http://codecares.com/html/seba/fonts/Flaticon.eot?	C:/docteur/codecares.com/html/seba/fonts/Flaticond41d.eot	(from http://codecares.com/html/seba/css/flaticon.css)
12:03:15	52093/52093	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Mar%202018%2014:58:50%20GMT	http://codecares.com/html/seba/images/blog/big-4.jpg	C:/docteur/codecares.com/html/seba/images/blog/big-4.jpg	(from http://codecares.com/html/seba/blog-full-width.html)
12:03:15	132008/132008	---M--	200	added ('OK')	font/ttf	date:Wed,%2022%20Jun%202016%2019:38:14%20GMT	http://codecares.com/html/seba/fonts/Flaticon.ttf	C:/docteur/codecares.com/html/seba/fonts/Flaticon.ttf	(from http://codecares.com/html/seba/css/flaticon.css)
12:03:16	348100/348100	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Aug%202018%2016:43:26%20GMT	http://codecares.com/html/seba/images/about/1.png	C:/docteur/codecares.com/html/seba/images/about/1.png	(from http://codecares.com/html/seba/index-one.html)
12:03:17	1148/1148	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Dec%202018%2011:03:15%20GMT	http://codecares.com/html/seba/fonts/Flaticon.svg	C:/docteur/codecares.com/html/seba/fonts/Flaticon.svg	(from http://codecares.com/html/seba/css/flaticon.css)
12:03:26	77160/77160	---M--	200	added ('OK')	font/woff2	date:Thu,%2022%20Dec%202016%2020:50:34%20GMT	http://codecares.com/html/seba/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/docteur/codecares.com/html/seba/fonts/fontawesome-webfont3e6e.woff2	(from http://codecares.com/html/seba/css/font-awesome.min.css)
12:03:32	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2022%20Dec%202016%2020:50:34%20GMT	http://codecares.com/html/seba/fonts/fontawesome-webfont.eot?v=4.7.0	C:/docteur/codecares.com/html/seba/fonts/fontawesome-webfont3e6e.eot	(from http://codecares.com/html/seba/css/font-awesome.min.css)
12:03:32	165548/165548	---M--	200	added ('OK')	font/ttf	date:Thu,%2022%20Dec%202016%2020:50:34%20GMT	http://codecares.com/html/seba/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/docteur/codecares.com/html/seba/fonts/fontawesome-webfont3e6e.ttf	(from http://codecares.com/html/seba/css/font-awesome.min.css)
